year,sidocode,guguncode,occrrnc_cnt,동,caslt_cnt,dth_dnv_cnt,se_dnv_cnt,sl_dnv_cnt,wnd_dnv_cnt,lo_crd,la_crd
2016,서울,종로구,6,서울특별시 종로구3,7,0,2,4,1,127.018634216197,37.572424326922
2016,서울,종로구,5,서울특별시 종로구4,5,0,4,1,0,127.011110687609,37.571781710059
2016,서울,종로구,5,서울특별시 종로구5,5,0,3,2,0,127.004837650138,37.571122650891
2016,서울,종로구,4,서울특별시 종로구6,4,2,1,1,0,127.015537974499,37.575498774450
2016,서울,중구,6,서울특별시 중구1,7,1,5,1,0,126.972275295170,37.554939275128
2016,서울,중구,5,서울특별시 중구2,12,0,5,3,4,127.009549476228,37.553123706695
2016,서울,중구,2,서울특별시 중구3,2,2,0,0,0,126.975258576623,37.563621112525
2016,서울,중랑구,4,서울특별시 노원구1,4,1,3,0,0,127.055248734642,37.677194996353
2016,서울,중랑구,3,서울특별시 노원구2,4,0,3,1,0,127.067563851991,37.647294776734
2016,서울,중랑구,3,서울특별시 노원구3,3,0,2,1,0,127.070551702900,37.630299867146
2016,서울,중랑구,3,서울특별시 노원구4,3,0,1,2,0,127.066154312173,37.656837480266
2017,서울,강남구,3,서울특별시 강남구1,4,0,3,0,1,127.036655539123,37.485658154101
2017,서울,강동구,6,서울특별시 강동구1,6,0,5,1,0,127.142911674535,37.550385739611
2017,서울,강동구,5,서울특별시 강동구2,5,0,4,1,0,127.128709399121,37.551295773482
2017,서울,강동구,4,서울특별시 강동구3,4,0,3,1,0,127.147096287465,37.549745213672
2017,서울,강동구,4,서울특별시 강동구4,4,0,3,1,0,127.141212019720,37.541004897859
2017,서울,강동구,4,서울특별시 강동구5,4,0,1,2,1,127.134201002176,37.537224733436
2017,서울,강동구,3,서울특별시 강동구6,3,2,1,0,0,127.164036550647,37.556471504957
2017,서울,강동구,3,서울특별시 강동구7,4,0,1,3,0,127.131276284574,37.528923155480
2017,서울,강북구,8,서울특별시 강북구1,10,0,4,6,0,127.025486985437,37.638095067434
2017,서울,강북구,6,서울특별시 강북구2,11,0,4,7,0,127.026088300935,37.626084615214
2017,서울,강북구,6,서울특별시 강북구3,6,0,3,3,0,127.017234942140,37.634204240534
2017,서울,강북구,5,서울특별시 강북구4,5,0,2,3,0,127.020532171524,37.621256429442
2017,서울,강북구,3,서울특별시 강북구5,3,1,1,1,0,127.037420681420,37.612706648494
2017,서울,강북구,3,서울특별시 강북구6,3,0,1,1,1,127.022447193284,37.643511104954
2017,서울,강서구,4,서울특별시 강서구1,4,0,4,0,0,126.841619429394,37.540858064649
2017,서울,강서구,4,서울특별시 강서구2,4,0,4,0,0,126.854331005672,37.555206771276
2017,서울,강서구,4,서울특별시 강서구3,4,0,4,0,0,126.874065749336,37.547008465169
2017,서울,강서구,3,서울특별시 강서구4,4,0,2,2,0,126.810946377375,37.561370078867
2017,서울,강서구,3,서울특별시 강서구5,3,0,1,1,1,126.858917022004,37.531971512776
2017,서울,관악구,7,서울특별시 관악구1,7,0,3,1,3,126.929531442823,37.482115838776
2017,서울,관악구,5,서울특별시 관악구2,5,0,3,2,0,126.919955127128,37.474308521022
2017,서울,관악구,4,서울특별시 관악구3,4,1,3,0,0,126.928617792778,37.487788566190
2017,서울,관악구,4,서울특별시 관악구4,4,0,3,1,0,126.942099210311,37.482339131447
2017,서울,관악구,4,서울특별시 관악구5,4,0,0,4,0,126.950918269863,37.481353553625
2017,서울,관악구,3,서울특별시 관악구6,4,0,3,1,0,126.909574171812,37.485350276595
2017,서울,관악구,2,서울특별시 관악구7,2,1,1,0,0,126.909605125577,37.481043881971
2017,서울,광진구,5,서울특별시 광진구1,7,0,0,6,1,127.089346387927,37.557918254225
2017,서울,광진구,4,서울특별시 광진구2,4,0,1,2,1,127.068174562707,37.548267730073
2017,서울,광진구,3,서울특별시 광진구3,3,0,1,2,0,127.091983600364,37.551282738708
2017,서울,구로구,4,서울특별시 구로구1,4,1,2,1,0,126.884081063691,37.499625077836
2017,서울,구로구,4,서울특별시 구로구2,4,1,1,2,0,126.884704243507,37.488478390266
2017,서울,구로구,4,서울특별시 구로구3,4,0,4,0,0,126.854770756167,37.488123312742
2017,서울,구로구,3,서울특별시 구로구4,3,1,2,0,0,126.853557630082,37.497730077682
2017,서울,구로구,3,서울특별시 구로구5,3,0,3,0,0,126.887429257655,37.481496153725
2017,서울,구로구,3,서울특별시 구로구6,3,0,3,0,0,126.843534063547,37.496120907255
2017,서울,구로구,2,서울특별시 구로구7,2,1,1,0,0,126.846696838889,37.501538572548
2017,서울,금천구,6,서울특별시 금천구1,6,0,3,2,1,126.910086887001,37.450624132998
2017,서울,금천구,4,서울특별시 금천구2,4,0,2,2,0,126.901589325188,37.454350976617
2017,서울,금천구,4,서울특별시 금천구3,4,0,2,2,0,126.905723576983,37.456273710065
2017,서울,중랑구,4,서울특별시 노원구1,4,0,3,1,0,127.082040805540,37.671234804244
2017,서울,중랑구,4,서울특별시 노원구2,4,0,3,1,0,127.055788659720,37.675873295117
2017,서울,중랑구,3,서울특별시 노원구3,4,2,1,1,0,127.054960268103,37.654506104774
2017,서울,중랑구,3,서울특별시 노원구4,3,1,1,1,0,127.079106421126,37.618559175566
2017,서울,중랑구,3,서울특별시 노원구5,3,0,2,1,0,127.075653969656,37.621516732812
2017,서울,도봉구,4,서울특별시 도봉구1,4,1,1,2,0,127.048000341044,37.652122928331
2017,서울,도봉구,4,서울특별시 도봉구2,4,0,3,1,0,127.045601952569,37.688874312800
2017,서울,도봉구,3,서울특별시 도봉구3,3,0,2,1,0,127.025790777324,37.647362032533
2017,서울,도봉구,3,서울특별시 도봉구4,3,0,1,2,0,127.039525191236,37.633776478902
2017,서울,도봉구,2,서울특별시 도봉구5,2,1,0,1,0,127.045185479228,37.677499323336
2017,서울,동대문구,11,서울특별시 동대문구1,11,0,4,7,0,127.040836917191,37.579890114538
2017,서울,동대문구,10,서울특별시 동대문구2,10,0,1,8,1,127.023283661713,37.573981677513
2017,서울,동대문구,9,서울특별시 동대문구3,9,0,6,3,0,127.045891563046,37.580792611191
2017,서울,동대문구,6,서울특별시 동대문구4,6,0,6,0,0,127.041387014500,37.586682021259
2017,서울,동대문구,5,서울특별시 동대문구5,6,4,1,1,0,127.044041772711,37.578016284425
2017,서울,동대문구,5,서울특별시 동대문구6,5,1,2,2,0,127.033958891391,37.578288994842
2017,서울,동대문구,4,서울특별시 동대문구7,4,1,0,3,0,127.068740601399,37.578692533235
2017,서울,동대문구,4,서울특별시 동대문구8,5,0,4,1,0,127.055911210335,37.589964659143
2017,서울,동대문구,4,서울특별시 동대문구9,4,0,4,0,0,127.037555508681,37.582803960236
2017,서울,동대문구,3,서울특별시 동대문구10,3,1,2,0,0,127.065402412392,37.591000576516
2017,서울,동작구,8,서울특별시 동작구1,8,0,3,5,0,126.931476814005,37.499504497635
2017,서울,동작구,6,서울특별시 동작구2,6,0,2,3,1,126.927932476104,37.498884886329
2017,서울,동작구,4,서울특별시 동작구3,4,1,3,0,0,126.960855789264,37.507364318709
2017,서울,동작구,4,서울특별시 동작구4,4,0,2,2,0,126.944600894017,37.510643452834
2017,서울,동작구,3,서울특별시 동작구5,5,0,2,3,0,126.922577340673,37.505373087499
2017,서울,동작구,3,서울특별시 동작구6,3,0,1,2,0,126.982767197150,37.485615735779
2017,서울,동작구,3,서울특별시 동작구7,3,0,0,2,1,126.981153725265,37.477143953931
2017,서울,동작구,2,서울특별시 동작구8,2,1,0,1,0,126.982236624122,37.482703893771
2017,서울,마포구,5,서울특별시 마포구1,5,1,2,1,1,126.914166296339,37.569624873190
2017,서울,마포구,5,서울특별시 마포구2,5,1,1,3,0,126.918148262333,37.552672234437
2017,서울,마포구,5,서울특별시 마포구3,5,0,3,2,0,126.899125128823,37.555911935988
2017,서울,마포구,4,서울특별시 마포구4,4,0,4,0,0,126.904739761832,37.561845127751
2017,서울,서대문구,5,서울특별시 서대문구1,5,0,3,2,0,126.912470309858,37.581681859931
2017,서울,서대문구,4,서울특별시 서대문구2,4,0,3,1,0,126.930109987487,37.578581153099
2017,서울,서대문구,4,서울특별시 서대문구3,4,0,2,1,1,126.944566480560,37.588764817843
2017,서울,서대문구,3,서울특별시 서대문구4,5,0,2,3,0,126.946974077193,37.586124485657
2017,서울,서대문구,3,서울특별시 서대문구5,3,0,2,1,0,126.944461121385,37.591970846079
2017,서울,서대문구,3,서울특별시 서대문구6,4,0,2,0,2,126.946227806269,37.595125393523
2017,서울,서대문구,2,서울특별시 서대문구7,2,1,1,0,0,126.937405895867,37.588902610168
2017,서울,서초구,5,서울특별시 서초구1,6,1,3,0,2,127.019166375629,37.515964044406
2017,서울,서초구,3,서울특별시 서초구2,3,0,1,1,1,126.997158963317,37.481954308845
2017,서울,성동구,5,서울특별시 성동구1,5,0,1,3,1,127.033996661118,37.562117923604
2017,서울,성동구,4,서울특별시 성동구2,5,0,2,3,0,127.041981801820,37.559499487213
2017,서울,성동구,2,서울특별시 성동구3,2,1,1,0,0,127.039394505353,37.558100934412
2017,서울,성북구,9,서울특별시 성북구1,9,0,3,5,1,127.016584973319,37.592733133029
2017,서울,성북구,8,서울특별시 성북구2,9,1,3,5,0,127.038159407032,37.602448656581
2017,서울,성북구,7,서울특별시 성북구3,7,1,2,4,0,127.017318757156,37.589374872953
2017,서울,성북구,5,서울특별시 성북구4,5,0,3,2,0,127.023690514107,37.603458339831
2017,서울,성북구,5,서울특별시 성북구5,5,0,2,3,0,127.049007865022,37.613346385728
2017,서울,성북구,4,서울특별시 성북구6,4,1,1,2,0,127.050726974871,37.615750512777
2017,서울,성북구,4,서울특별시 성북구7,4,0,3,1,0,127.043050065109,37.614147161863
2017,서울,성북구,3,서울특별시 성북구8,3,1,2,0,0,127.010398638587,37.607360838133
2017,서울,성북구,3,서울특별시 성북구9,3,1,1,1,0,127.023521684379,37.608613336537
2017,서울,성북구,3,서울특별시 성북구10,3,1,1,1,0,127.036293222955,37.593353239861
2017,서울,송파구,5,서울특별시 송파구1,5,0,5,0,0,127.085902845141,37.501952490916
2017,서울,송파구,5,서울특별시 송파구2,5,0,2,1,2,127.150603132629,37.497228776688
2017,서울,송파구,4,서울특별시 송파구3,4,0,3,1,0,127.116129596904,37.491858298822
2017,서울,송파구,3,서울특별시 송파구4,3,2,0,1,0,127.106107820021,37.506508108363
2017,서울,송파구,3,서울특별시 송파구5,3,0,2,1,0,127.113847132840,37.511834223571
2017,서울,송파구,3,서울특별시 송파구6,5,0,1,4,0,127.103103730954,37.514455180763
2017,서울,양천구,6,서울특별시 양천구1,6,0,2,3,1,126.865348183673,37.548582380373
2017,서울,양천구,4,서울특별시 양천구2,4,0,4,0,0,126.830397759950,37.536396777990
2017,서울,양천구,3,서울특별시 양천구3,4,0,2,2,0,126.865489971686,37.516960030982
2017,서울,양천구,3,서울특별시 양천구4,3,0,1,1,1,126.863907772827,37.528759754060
2017,서울,영등포구,8,서울특별시 영등포구1,9,1,7,1,0,126.905016141483,37.519944191972
2017,서울,영등포구,4,서울특별시 영등포구2,4,1,2,1,0,126.910466502528,37.509778060410
2017,서울,영등포구,3,서울특별시 영등포구3,5,0,2,3,0,126.895607507981,37.520820379858
2017,서울,영등포구,3,서울특별시 영등포구4,3,0,2,1,0,126.905195150637,37.494425523320
2017,서울,영등포구,3,서울특별시 영등포구5,4,0,2,0,2,126.919255592173,37.514377094428
2017,서울,영등포구,2,서울특별시 영등포구6,2,1,1,0,0,126.900632029246,37.514480752086
2017,서울,용산구,4,서울특별시 용산구1,4,0,2,2,0,126.989132827019,37.539340835512
2017,서울,용산구,3,서울특별시 용산구2,3,1,1,1,0,127.006841497938,37.530019423658
2017,서울,용산구,3,서울특별시 용산구3,3,0,2,1,0,126.961528290599,37.535806480985
2017,서울,용산구,3,서울특별시 용산구4,3,0,2,1,0,126.999351851308,37.527905784825
2017,서울,용산구,3,서울특별시 용산구5,3,0,2,1,0,126.971903077466,37.545107009682
2017,서울,은평구,6,서울특별시 은평구1,6,1,4,1,0,126.916991206280,37.590160450545
2017,서울,은평구,5,서울특별시 은평구2,5,0,3,2,0,126.912565415862,37.588841047078
2017,서울,은평구,4,서울특별시 은평구3,7,0,2,5,0,126.921109443847,37.619208244166
2017,서울,은평구,3,서울특별시 은평구4,3,1,0,2,0,126.915591576991,37.604860015079
2017,서울,은평구,3,서울특별시 은평구5,5,0,2,3,0,126.920935061705,37.598648900427
2017,서울,은평구,3,서울특별시 은평구6,3,0,2,1,0,126.926634262462,37.608870119062
2017,서울,은평구,3,서울특별시 은평구7,3,0,1,2,0,126.925657730921,37.621152101789
2017,서울,종로구,6,서울특별시 종로구1,9,0,3,6,0,126.988250700011,37.570389986709
2017,서울,종로구,4,서울특별시 종로구2,4,1,2,0,1,127.017441147692,37.573594305334
2017,서울,종로구,4,서울특별시 종로구3,6,0,4,1,1,127.015868362936,37.569709445436
2017,서울,종로구,3,서울특별시 종로구4,3,1,1,1,0,126.972084928478,37.578100046381
2017,서울,종로구,3,서울특별시 종로구5,3,1,1,1,0,127.008193319267,37.571970235839
2017,서울,종로구,3,서울특별시 종로구6,3,0,2,1,0,126.983181792707,37.574110938870
2017,서울,종로구,3,서울특별시 종로구7,4,0,2,0,2,126.996110062430,37.570701525356
2017,서울,중구,5,서울특별시 중구1,5,0,4,1,0,127.021086462371,37.565580865665
2017,서울,중구,4,서울특별시 중구2,5,0,3,2,0,126.976492750441,37.556023408754
2017,서울,중구,4,서울특별시 중구3,4,0,3,1,0,126.972732038354,37.555353232167
2017,서울,중구,3,서울특별시 중구4,5,0,1,2,2,126.978017023968,37.561053423078
2017,서울,중랑구,4,서울특별시 노원구1,4,0,3,1,0,127.082040805540,37.671234804244
2017,서울,중랑구,4,서울특별시 노원구2,4,0,3,1,0,127.055788659720,37.675873295117
2017,서울,중랑구,3,서울특별시 노원구3,4,2,1,1,0,127.054960268103,37.654506104774
2017,서울,중랑구,3,서울특별시 노원구4,3,1,1,1,0,127.079106421126,37.618559175566
2017,서울,중랑구,3,서울특별시 노원구5,3,0,2,1,0,127.075653969656,37.621516732812
2018,서울,강남구,4,서울특별시 강남구1,4,1,2,1,0,127.053959043876,37.488763648924
2018,서울,강남구,3,서울특별시 강남구2,4,0,4,0,0,127.035726970225,37.513236094871
2018,서울,강남구,3,서울특별시 강남구3,3,0,2,1,0,127.040205909676,37.509174132381
2018,서울,강남구,3,서울특별시 강남구4,3,0,1,2,0,127.030757934432,37.527944610356
2018,서울,강남구,3,서울특별시 강남구5,3,0,1,2,0,127.030239824210,37.496854752246
2018,서울,강동구,6,서울특별시 강동구1,6,0,5,1,0,127.133964124346,37.546487211816
2018,서울,강동구,5,서울특별시 강동구2,5,0,1,4,0,127.131393714449,37.542431472635
2018,서울,강동구,3,서울특별시 강동구3,3,1,0,2,0,127.133226704550,37.532778023888
2018,서울,강동구,3,서울특별시 강동구4,3,0,3,0,0,127.123596256863,37.539237485423
2018,서울,강동구,3,서울특별시 강동구5,3,0,2,1,0,127.140362137903,37.550791308673
2018,서울,강북구,5,서울특별시 강북구1,5,1,2,2,0,127.010724530414,37.645694157960
2018,서울,강북구,5,서울특별시 강북구2,8,0,4,3,1,127.018342075927,37.619976338938
2018,서울,강북구,5,서울특별시 강북구3,5,0,3,2,0,127.028686268757,37.620457043659
2018,서울,강북구,4,서울특별시 강북구4,4,1,1,2,0,127.022212589840,37.611348122719
2018,서울,강북구,4,서울특별시 강북구5,4,0,3,1,0,127.024258983666,37.630836511497
2018,서울,강북구,4,서울특별시 강북구6,4,0,3,1,0,127.029719780445,37.617013164527
2018,서울,강북구,4,서울특별시 강북구7,5,0,2,2,1,127.017930053330,37.629218082549
2018,서울,강북구,3,서울특별시 강북구8,3,1,2,0,0,127.025705824665,37.634853383778
2018,서울,강북구,3,서울특별시 강북구9,3,0,2,1,0,127.025713378970,37.638141045274
2018,서울,강북구,2,서울특별시 강북구10,2,1,0,1,0,127.012847354023,37.629070744820
2018,서울,강서구,7,서울특별시 강서구1,10,0,4,6,0,126.863949960024,37.549859741435
2018,서울,강서구,5,서울특별시 강서구2,5,1,2,2,0,126.868213050493,37.549137331324
2018,서울,강서구,4,서울특별시 강서구3,4,0,3,1,0,126.849145108261,37.530832688679
2018,서울,관악구,7,서울특별시 관악구1,7,1,4,2,0,126.918600634812,37.474469085081
2018,서울,관악구,5,서울특별시 관악구2,5,1,2,2,0,126.913823192388,37.477487093855
2018,서울,관악구,4,서울특별시 관악구3,4,1,3,0,0,126.950336075750,37.481393658891
2018,서울,관악구,4,서울특별시 관악구4,5,0,1,4,0,126.928210568964,37.489212148023
2018,서울,광진구,2,서울특별시 광진구1,2,1,1,0,0,127.094998268157,37.536429606842
2018,서울,구로구,5,서울특별시 구로구1,5,0,0,4,1,126.844086748206,37.496429875639
2018,서울,구로구,4,서울특별시 구로구2,4,0,3,1,0,126.856229971837,37.492348103783
2018,서울,구로구,4,서울특별시 구로구3,4,0,2,1,1,126.829157682082,37.497668676469
2018,서울,구로구,4,서울특별시 구로구4,4,0,1,2,1,126.844866748203,37.494004512899
2018,서울,구로구,3,서울특별시 구로구5,3,0,2,1,0,126.885011739701,37.502939113750
2018,서울,금천구,9,서울특별시 금천구1,9,2,6,1,0,126.900386513428,37.454759976593
2018,서울,금천구,5,서울특별시 금천구2,5,0,2,3,0,126.908041913205,37.451045526531
2018,서울,금천구,3,서울특별시 금천구3,3,0,2,1,0,126.898086235592,37.469629255786
2018,서울,중랑구,5,서울특별시 노원구1,6,1,2,3,0,127.056914090214,37.629041646356
2018,서울,중랑구,5,서울특별시 노원구2,5,0,4,1,0,127.072458307006,37.659957337262
2018,서울,중랑구,5,서울특별시 노원구3,5,0,3,1,1,127.062346835339,37.657132408435
2018,서울,중랑구,3,서울특별시 노원구4,3,1,1,1,0,127.055032930626,37.678418775807
2018,서울,중랑구,3,서울특별시 노원구5,3,1,1,1,0,127.078371071569,37.666480722608
2018,서울,중랑구,2,서울특별시 노원구6,2,1,0,1,0,127.063587166815,37.617415839570
2018,서울,도봉구,4,서울특별시 도봉구1,4,0,3,1,0,127.035534159175,37.658511917192
2018,서울,도봉구,4,서울특별시 도봉구2,4,0,2,1,1,127.035373893691,37.649150259778
2018,서울,도봉구,3,서울특별시 도봉구3,3,1,1,1,0,127.026357660479,37.648313905563
2018,서울,도봉구,3,서울특별시 도봉구4,4,0,3,1,0,127.042483609132,37.659208410641
2018,서울,도봉구,3,서울특별시 도봉구5,3,0,2,1,0,127.043652302413,37.684439935655
2018,서울,도봉구,3,서울특별시 도봉구6,3,0,1,1,1,127.045948651110,37.671343617715
2018,서울,동대문구,15,서울특별시 동대문구1,16,0,8,6,2,127.040927771201,37.579061792169
2018,서울,동대문구,13,서울특별시 동대문구2,15,1,4,8,2,127.045333230645,37.580645928168
2018,서울,동대문구,4,서울특별시 동대문구3,4,1,2,1,0,127.055965667882,37.590470370412
2018,서울,동대문구,4,서울특별시 동대문구4,4,0,4,0,0,127.054292419860,37.566725476900
2018,서울,동대문구,4,서울특별시 동대문구5,4,0,3,1,0,127.067424141412,37.602851585233
2018,서울,동대문구,4,서울특별시 동대문구6,4,0,2,2,0,127.072051252265,37.573641820115
2018,서울,동대문구,4,서울특별시 동대문구7,4,0,1,3,0,127.066811677918,37.592021836739
2018,서울,동대문구,3,서울특별시 동대문구8,3,1,1,1,0,127.070201683162,37.578876910442
2018,서울,동대문구,3,서울특별시 동대문구9,3,0,3,0,0,127.062072134722,37.599794316555
2018,서울,동작구,5,서울특별시 동작구1,5,0,3,2,0,126.924208084037,37.491840159497
2018,서울,동작구,5,서울특별시 동작구2,5,0,2,3,0,126.928095947671,37.498959381671
2018,서울,동작구,5,서울특별시 동작구3,9,0,1,7,1,126.952502869013,37.497682801221
2018,서울,동작구,4,서울특별시 동작구4,4,0,2,2,0,126.906823491912,37.488757424716
2018,서울,동작구,3,서울특별시 동작구5,3,1,1,0,1,126.921578559004,37.499791165531
2018,서울,서대문구,9,서울특별시 서대문구1,10,0,5,4,1,126.941933488641,37.591418211782
2018,서울,서대문구,5,서울특별시 서대문구2,6,0,0,4,2,126.911777755440,37.580622055664
2018,서울,서대문구,3,서울특별시 서대문구3,3,0,3,0,0,126.948138920476,37.594034708336
2018,서울,서대문구,3,서울특별시 서대문구4,3,0,2,0,1,126.930058309744,37.577931936111
2018,서울,서대문구,2,서울특별시 서대문구5,2,1,0,0,1,126.941911099119,37.556545940044
2018,서울,서초구,4,서울특별시 서초구1,4,1,1,2,0,127.003729655700,37.482484224468
2018,서울,서초구,3,서울특별시 서초구2,3,0,2,0,1,127.026627823117,37.491982005966
2018,서울,성동구,3,서울특별시 성동구1,3,1,1,1,0,127.054355036057,37.537653558066
2018,서울,성동구,3,서울특별시 성동구2,3,0,2,1,0,127.023307464069,37.548050992560
2018,서울,성북구,6,서울특별시 성북구1,6,1,3,2,0,127.049018270178,37.613499653587
2018,서울,성북구,5,서울특별시 성북구2,5,0,4,1,0,127.010962891226,37.606151152854
2018,서울,성북구,4,서울특별시 성북구3,4,0,2,2,0,127.034158943781,37.611076660560
2018,서울,성북구,3,서울특별시 성북구4,3,0,2,1,0,127.042847678079,37.603498047598
2018,서울,성북구,2,서울특별시 성북구5,3,2,0,1,0,127.008405275984,37.589613933437
2018,서울,송파구,7,서울특별시 송파구1,7,0,3,4,0,127.154113446479,37.497080431717
2018,서울,송파구,5,서울특별시 송파구2,5,0,4,1,0,127.145922117313,37.496758712745
2018,서울,송파구,5,서울특별시 송파구3,5,0,4,0,1,127.145910237269,37.492985626886
2018,서울,송파구,4,서울특별시 송파구4,5,0,3,2,0,127.082063467556,37.511703226524
2018,서울,송파구,4,서울특별시 송파구5,4,0,2,2,0,127.115359988574,37.510977328842
2018,서울,송파구,3,서울특별시 송파구6,3,0,2,1,0,127.114506968123,37.504772061582
2018,서울,송파구,3,서울특별시 송파구7,4,0,1,1,2,127.119118623227,37.493758582494
2018,서울,양천구,6,서울특별시 양천구1,6,0,3,3,0,126.863432343529,37.535137131774
2018,서울,양천구,5,서울특별시 양천구2,5,0,1,4,0,126.834943341863,37.520951323845
2018,서울,양천구,4,서울특별시 양천구3,4,1,1,2,0,126.839047737964,37.517082513248
2018,서울,양천구,3,서울특별시 양천구4,3,1,0,2,0,126.851131070344,37.523482047559
2018,서울,영등포구,5,서울특별시 영등포구1,5,1,1,3,0,126.908109805724,37.514991019321
2018,서울,영등포구,5,서울특별시 영등포구2,5,0,5,0,0,126.886016330091,37.519799610664
2018,서울,영등포구,4,서울특별시 영등포구3,4,0,4,0,0,126.916815661315,37.512138171041
2018,서울,영등포구,3,서울특별시 영등포구4,4,0,2,2,0,126.895361749346,37.493551428157
2018,서울,영등포구,2,서울특별시 영등포구5,4,1,3,0,0,126.905338436021,37.521302429065
2018,서울,영등포구,2,서울특별시 영등포구6,2,1,1,0,0,126.894522091922,37.517112984078
2018,서울,용산구,7,서울특별시 용산구1,7,0,5,1,1,127.005822055245,37.533450820200
2018,서울,용산구,3,서울특별시 용산구2,4,2,2,0,0,126.966207721310,37.538013689781
2018,서울,용산구,2,서울특별시 용산구3,2,1,0,1,0,126.999370497851,37.535734395827
2018,서울,용산구,2,서울특별시 용산구4,2,1,0,1,0,126.988952377152,37.533443258700
2018,서울,은평구,5,서울특별시 은평구1,5,1,3,1,0,126.922185560017,37.617714857855
2018,서울,은평구,5,서울특별시 은평구2,5,0,2,3,0,126.913381657639,37.588825108393
2018,서울,은평구,4,서울특별시 은평구3,4,1,1,1,1,126.917050987814,37.623719543023
2018,서울,은평구,4,서울특별시 은평구4,4,0,2,2,0,126.929192030589,37.608568457669
2018,서울,은평구,3,서울특별시 은평구5,3,0,2,1,0,126.916480811341,37.614637826575
2018,서울,종로구,9,서울특별시 종로구1,9,0,7,1,1,126.987728592302,37.572580907884
2018,서울,종로구,9,서울특별시 종로구2,9,0,5,4,0,126.990385265169,37.570235574014
2018,서울,종로구,5,서울특별시 종로구3,6,0,2,2,2,127.021448039297,37.575047890349
2018,서울,중구,5,서울특별시 중구1,5,0,3,1,1,126.972720727581,37.554882884938
2018,서울,중구,3,서울특별시 중구2,4,1,3,0,0,127.002822018522,37.571166948797
2018,서울,중구,3,서울특별시 중구3,3,0,2,1,0,127.019590905997,37.565533758277
2018,서울,중구,2,서울특별시 중구4,3,2,0,0,1,127.002707108547,37.564711408306
2018,서울,중랑구,5,서울특별시 노원구1,6,1,2,3,0,127.056914090214,37.629041646356
2018,서울,중랑구,5,서울특별시 노원구2,5,0,4,1,0,127.072458307006,37.659957337262
2018,서울,중랑구,5,서울특별시 노원구3,5,0,3,1,1,127.062346835339,37.657132408435
2018,서울,중랑구,3,서울특별시 노원구4,3,1,1,1,0,127.055032930626,37.678418775807
2018,서울,중랑구,3,서울특별시 노원구5,3,1,1,1,0,127.078371071569,37.666480722608
2018,서울,중랑구,2,서울특별시 노원구6,2,1,0,1,0,127.063587166815,37.617415839570
2019,서울,강남구,5,서울특별시 강남구1,6,0,3,2,1,127.101650490379,37.488281440537
2019,서울,강남구,3,서울특별시 강남구2,3,1,1,1,0,127.025723278707,37.504435157557
2019,서울,강남구,3,서울특별시 강남구3,3,1,0,2,0,127.024741242416,37.525486893606
2019,서울,강남구,3,서울특별시 강남구4,4,0,2,2,0,127.041245999005,37.517403900371
2019,서울,강동구,8,서울특별시 강동구1,10,0,5,5,0,127.124289308606,37.540909828727
2019,서울,강동구,6,서울특별시 강동구2,6,0,3,2,1,127.140180219443,37.541067202890
2019,서울,강동구,5,서울특별시 강동구3,6,0,5,1,0,127.135805355834,37.542437088901
2019,서울,강동구,4,서울특별시 강동구4,7,1,4,2,0,127.145351251060,37.544460019415
2019,서울,강동구,4,서울특별시 강동구5,5,0,4,1,0,127.141501051034,37.546195329652
2019,서울,강동구,4,서울특별시 강동구6,4,0,3,1,0,127.128613640208,37.549561211482
2019,서울,강동구,3,서울특별시 강동구7,3,2,0,0,1,127.149790525913,37.531701607344
2019,서울,강동구,3,서울특별시 강동구8,3,0,1,2,0,127.128441783363,37.531082692113
2019,서울,강북구,7,서울특별시 강북구1,7,1,3,3,0,127.039926402183,37.628598071045
2019,서울,강북구,5,서울특별시 강북구2,5,0,4,1,0,127.020938477130,37.619616703649
2019,서울,강북구,5,서울특별시 강북구3,5,0,4,1,0,127.030130747237,37.613055226618
2019,서울,강북구,5,서울특별시 강북구4,5,0,2,3,0,127.022421109348,37.640577335676
2019,서울,강북구,4,서울특별시 강북구5,6,0,4,2,0,127.017895386264,37.629229866366
