year,sidocode,guguncode,occrrnc_cnt,동,caslt_cnt,dth_dnv_cnt,se_dnv_cnt,sl_dnv_cnt,wnd_dnv_cnt,lo_crd,la_crd
2019,서울,강북구,4,서울특별시 강북구6,4,0,4,0,0,127.032094284725,37.616516350250
2019,서울,강북구,4,서울특별시 강북구7,5,0,3,2,0,127.022348847023,37.629991109203
2019,서울,강북구,4,서울특별시 강북구8,6,0,2,4,0,127.013437856973,37.650306137719
2019,서울,강북구,4,서울특별시 강북구9,4,0,0,4,0,127.024522266491,37.637114173281
2019,서울,강북구,3,서울특별시 강북구10,3,0,2,1,0,127.015602650143,37.643533242666
2019,서울,강서구,6,서울특별시 강서구1,6,1,2,3,0,126.857773647337,37.532673890489
2019,서울,강서구,6,서울특별시 강서구2,6,0,3,3,0,126.851568865712,37.563006274821
2019,서울,강서구,4,서울특별시 강서구3,4,0,1,3,0,126.846731466385,37.544574833163
2019,서울,강서구,4,서울특별시 강서구4,4,0,1,3,0,126.812000560878,37.561241026153
2019,서울,강서구,3,서울특별시 강서구5,3,0,2,1,0,126.852043741926,37.531085326228
2019,서울,강서구,3,서울특별시 강서구6,3,0,2,1,0,126.854742189202,37.560204712179
2019,서울,강서구,2,서울특별시 강서구7,2,1,0,1,0,126.847336530258,37.549236534639
2019,서울,관악구,9,서울특별시 관악구1,9,0,5,4,0,126.918813821802,37.474185735684
2019,서울,관악구,5,서울특별시 관악구2,6,1,1,4,0,126.913976942283,37.485255304590
2019,서울,관악구,4,서울특별시 관악구3,4,0,4,0,0,126.953454685387,37.482352867692
2019,서울,관악구,4,서울특별시 관악구4,4,0,2,2,0,126.929942428501,37.482561648902
2019,서울,관악구,3,서울특별시 관악구5,3,2,1,0,0,126.926855509176,37.493300088329
2019,서울,관악구,3,서울특별시 관악구6,3,1,1,1,0,126.932565598924,37.487200021964
2019,서울,관악구,3,서울특별시 관악구7,3,0,2,1,0,126.902614924640,37.484605755752
2019,서울,관악구,3,서울특별시 관악구8,3,0,1,2,0,126.946381601131,37.487081357320
2019,서울,광진구,3,서울특별시 광진구1,3,1,2,0,0,127.081959169581,37.556268204215
2019,서울,구로구,5,서울특별시 구로구1,5,0,5,0,0,126.882395970699,37.494002258299
2019,서울,구로구,5,서울특별시 구로구2,5,0,4,1,0,126.890790490890,37.489301997490
2019,서울,구로구,4,서울특별시 구로구3,4,0,1,3,0,126.886938944578,37.485859459248
2019,서울,구로구,3,서울특별시 구로구4,3,0,2,1,0,126.856204624445,37.493323771975
2019,서울,금천구,6,서울특별시 금천구1,6,0,2,4,0,126.904770847798,37.460555823893
2019,서울,금천구,5,서울특별시 금천구2,5,0,2,3,0,126.901241826250,37.454964207233
2019,서울,금천구,3,서울특별시 금천구3,3,1,1,1,0,126.897933317570,37.471493386711
2019,서울,중랑구,6,서울특별시 노원구1,6,0,4,2,0,127.080042574007,37.669164679108
2019,서울,중랑구,4,서울특별시 노원구2,5,1,2,2,0,127.070539842641,37.661891714232
2019,서울,중랑구,3,서울특별시 노원구3,3,0,2,1,0,127.055067185803,37.628980615664
2019,서울,도봉구,7,서울특별시 도봉구1,8,0,6,2,0,127.049586222627,37.653613853198
2019,서울,도봉구,5,서울특별시 도봉구2,5,0,2,2,1,127.037628564208,37.665814003914
2019,서울,도봉구,3,서울특별시 도봉구3,3,1,2,0,0,127.032995223752,37.651264738578
2019,서울,도봉구,3,서울특별시 도봉구4,3,0,3,0,0,127.040436022805,37.658228699995
2019,서울,도봉구,2,서울특별시 도봉구5,2,1,1,0,0,127.030386927216,37.642337818836
2019,서울,동대문구,13,서울특별시 동대문구1,14,0,7,6,1,127.037837190735,37.578536331787
2019,서울,동대문구,12,서울특별시 동대문구2,12,0,8,4,0,127.041365144787,37.579246109122
2019,서울,동대문구,7,서울특별시 동대문구3,7,0,5,2,0,127.045730901861,37.581236753974
2019,서울,동대문구,7,서울특별시 동대문구4,7,0,3,3,1,127.023755133094,37.575802145454
2019,서울,동대문구,6,서울특별시 동대문구5,6,0,4,2,0,127.038331026457,37.582009554898
2019,서울,동대문구,5,서울특별시 동대문구6,5,0,5,0,0,127.041908832628,37.586705360465
2019,서울,동대문구,5,서울특별시 동대문구7,5,0,2,2,1,127.066812023257,37.566223946579
2019,서울,동대문구,3,서울특별시 동대문구8,4,0,4,0,0,127.055328098014,37.566121817769
2019,서울,동대문구,3,서울특별시 동대문구9,3,0,3,0,0,127.058941091959,37.589020594026
2019,서울,동대문구,3,서울특별시 동대문구10,3,0,0,3,0,127.037978447249,37.572878402717
2019,서울,동작구,9,서울특별시 동작구1,11,0,7,3,1,126.931696868217,37.499577568451
2019,서울,동작구,6,서울특별시 동작구2,7,0,5,1,1,126.980075781673,37.488106319152
2019,서울,동작구,6,서울특별시 동작구3,7,0,3,3,1,126.941034202568,37.501568015452
2019,서울,동작구,4,서울특별시 동작구4,12,0,4,8,0,126.979868292789,37.484705781947
2019,서울,동작구,4,서울특별시 동작구5,5,0,3,1,1,126.952467811641,37.497835869431
2019,서울,동작구,4,서울특별시 동작구6,5,0,2,3,0,126.939768628021,37.508070120141
2019,서울,동작구,3,서울특별시 동작구7,3,0,3,0,0,126.975683589927,37.482542987070
2019,서울,마포구,3,서울특별시 마포구1,3,0,3,0,0,126.901813991124,37.565640957465
2019,서울,마포구,3,서울특별시 마포구2,3,0,1,2,0,126.946107178405,37.550390624728
2019,서울,서대문구,6,서울특별시 서대문구1,6,0,4,2,0,126.956539138771,37.559056359764
2019,서울,서대문구,5,서울특별시 서대문구2,5,0,4,1,0,126.964478472505,37.559954362505
2019,서울,서대문구,5,서울특별시 서대문구3,5,0,4,1,0,126.935278273475,37.555696335219
2019,서울,서대문구,4,서울특별시 서대문구4,5,2,2,1,0,126.945013894177,37.592069307454
2019,서울,서대문구,4,서울특별시 서대문구5,4,0,3,1,0,126.948050231134,37.585289397688
2019,서울,서대문구,4,서울특별시 서대문구6,4,0,2,2,0,126.930192489493,37.578157919553
2019,서울,서대문구,3,서울특별시 서대문구7,3,1,2,0,0,126.941203479258,37.591827969886
2019,서울,서대문구,3,서울특별시 서대문구8,3,0,2,0,1,126.928067619926,37.563131907413
2019,서울,서초구,4,서울특별시 서초구1,4,1,3,0,0,127.004316236706,37.506276172308
2019,서울,서초구,3,서울특별시 서초구2,4,1,2,1,0,126.981442918457,37.476586379659
2019,서울,성동구,4,서울특별시 성동구1,4,1,1,2,0,127.044443867691,37.547927119942
2019,서울,성동구,3,서울특별시 성동구2,3,0,3,0,0,127.054708838343,37.538889652836
2019,서울,성동구,3,서울특별시 성동구3,3,0,2,1,0,127.030468727751,37.568648490936
2019,서울,성북구,6,서울특별시 성북구1,6,0,4,2,0,127.051600242658,37.609958203409
2019,서울,성북구,6,서울특별시 성북구2,6,0,4,2,0,127.034979314345,37.611741630972
2019,서울,성북구,4,서울특별시 성북구3,4,0,3,1,0,127.047537174003,37.607417903714
2019,서울,성북구,4,서울특별시 성북구4,4,0,3,1,0,127.007247460003,37.612746756459
2019,서울,성북구,4,서울특별시 성북구5,4,0,3,1,0,127.032506934149,37.602768388951
2019,서울,성북구,4,서울특별시 성북구6,4,0,1,2,1,127.042584187511,37.603666873728
2019,서울,성북구,3,서울특별시 성북구7,4,1,2,1,0,127.013387567783,37.601286697424
2019,서울,성북구,3,서울특별시 성북구8,3,1,2,0,0,127.056682445540,37.610797627010
2019,서울,성북구,3,서울특별시 성북구9,3,1,0,2,0,127.061548044008,37.612405827968
2019,서울,성북구,3,서울특별시 성북구10,4,0,4,0,0,127.014737239733,37.596668458384
2019,서울,송파구,6,서울특별시 송파구1,7,0,2,5,0,127.083896181565,37.510703083282
2019,서울,송파구,5,서울특별시 송파구2,5,0,4,1,0,127.108316562161,37.501599094224
2019,서울,송파구,4,서울특별시 송파구3,4,0,4,0,0,127.134435147865,37.491507179214
2019,서울,송파구,3,서울특별시 송파구4,3,0,2,1,0,127.117953464282,37.513181399903
2019,서울,송파구,3,서울특별시 송파구5,3,0,2,1,0,127.111970296293,37.500253291157
2019,서울,송파구,3,서울특별시 송파구6,3,0,2,1,0,127.145245605002,37.498920797158
2019,서울,양천구,10,서울특별시 양천구1,10,0,4,6,0,126.864753218287,37.548426685244
2019,서울,양천구,5,서울특별시 양천구2,5,0,2,3,0,126.851093496669,37.523995422851
2019,서울,양천구,4,서울특별시 양천구3,4,0,2,2,0,126.871623250014,37.546629132929
2019,서울,양천구,3,서울특별시 양천구4,3,0,3,0,0,126.853429339993,37.512784468829
2019,서울,양천구,3,서울특별시 양천구5,3,0,2,1,0,126.876830907422,37.522365134544
2019,서울,양천구,2,서울특별시 양천구6,2,1,1,0,0,126.863614592940,37.526721728426
2019,서울,영등포구,7,서울특별시 영등포구1,7,0,4,2,1,126.906007178190,37.516454738796
2019,서울,영등포구,5,서울특별시 영등포구2,5,0,2,3,0,126.897075393116,37.526454467001
2019,서울,영등포구,4,서울특별시 영등포구3,4,0,4,0,0,126.908210924596,37.519381108452
2019,서울,영등포구,4,서울특별시 영등포구4,4,0,3,1,0,126.908267472167,37.497213427059
2019,서울,영등포구,4,서울특별시 영등포구5,4,0,0,3,1,126.933419146378,37.519964415027
2019,서울,영등포구,3,서울특별시 영등포구6,4,0,2,2,0,126.912191027195,37.511135586139
2019,서울,영등포구,3,서울특별시 영등포구7,3,0,1,2,0,126.884739566179,37.519558615738
2019,서울,용산구,4,서울특별시 용산구1,4,0,2,2,0,127.005931895741,37.533368655440
2019,서울,은평구,8,서울특별시 은평구1,8,0,4,4,0,126.921222637016,37.619162417413
2019,서울,은평구,6,서울특별시 은평구2,6,0,3,3,0,126.927946539702,37.609806364573
2019,서울,은평구,5,서울특별시 은평구3,6,0,3,3,0,126.917855849569,37.588082432959
2019,서울,은평구,3,서울특별시 은평구4,3,0,3,0,0,126.918631585880,37.602645059523
2019,서울,은평구,3,서울특별시 은평구5,3,0,2,1,0,126.913743928840,37.612909935746
2019,서울,은평구,3,서울특별시 은평구6,3,0,1,2,0,126.910322968032,37.598917361548
2019,서울,종로구,7,서울특별시 종로구1,7,0,3,3,1,126.989062001811,37.570202529324
2019,서울,종로구,5,서울특별시 종로구2,5,0,2,3,0,127.018822616072,37.571431826119
2019,서울,중구,5,서울특별시 중구1,5,2,2,1,0,127.000108755816,37.566694384639
2019,서울,중구,3,서울특별시 중구2,3,0,2,1,0,127.009478037682,37.569033794675
2019,서울,중랑구,6,서울특별시 노원구1,6,0,4,2,0,127.080042574007,37.669164679108
2019,서울,중랑구,4,서울특별시 노원구2,5,1,2,2,0,127.070539842641,37.661891714232
2019,서울,중랑구,3,서울특별시 노원구3,3,0,2,1,0,127.055067185803,37.628980615664
2020,서울,강남구,6,서울특별시 강남구1,6,0,4,2,0,127.103924752626,37.487561327294
2020,서울,강남구,5,서울특별시 강남구2,5,0,2,3,0,127.029759235501,37.497967800874
2020,서울,강동구,5,서울특별시 강동구1,5,0,1,4,0,127.128675839120,37.551214544916
2020,서울,강동구,4,서울특별시 강동구2,4,0,3,1,0,127.123545089036,37.538955181038
2020,서울,강동구,4,서울특별시 강동구3,4,0,2,1,1,127.127767071494,37.540449508939
2020,서울,강동구,3,서울특별시 강동구4,3,0,3,0,0,127.134523926239,37.551890780236
2020,서울,강동구,3,서울특별시 강동구5,3,0,2,1,0,127.141572112764,37.546179770481
2020,서울,강북구,5,서울특별시 강북구1,5,0,2,2,1,127.033689136146,37.610862143474
2020,서울,강북구,4,서울특별시 강북구2,4,0,3,1,0,127.018341940130,37.624735320080
2020,서울,강서구,3,서울특별시 강서구1,3,0,3,0,0,126.847765916965,37.534250477578
2020,서울,강서구,3,서울특별시 강서구2,3,0,1,2,0,126.840006471922,37.537533331299
2020,서울,강서구,2,서울특별시 강서구3,2,1,1,0,0,126.816915794729,37.573379066991
2020,서울,강서구,2,서울특별시 강서구4,2,1,1,0,0,126.850033038595,37.552109607773
2020,서울,관악구,6,서울특별시 관악구1,6,1,2,2,1,126.946254645636,37.481294043686
2020,서울,관악구,4,서울특별시 관악구2,5,0,3,2,0,126.977406284474,37.476225982644
2020,서울,관악구,3,서울특별시 관악구3,3,1,2,0,0,126.941183804790,37.482616382541
2020,서울,관악구,3,서울특별시 관악구4,3,0,3,0,0,126.916854744052,37.489066505516
2020,서울,관악구,3,서울특별시 관악구5,4,0,2,2,0,126.966780415885,37.473735915481
2020,서울,광진구,2,서울특별시 광진구1,2,2,0,0,0,127.083341569659,37.545287404691
2020,서울,구로구,4,서울특별시 구로구1,4,0,1,2,1,126.845586347033,37.493450582679
2020,서울,구로구,3,서울특별시 구로구2,3,0,1,2,0,126.854228911936,37.485640127191
2020,서울,금천구,4,서울특별시 금천구1,4,1,1,2,0,126.905523094716,37.457318279816
2020,서울,금천구,4,서울특별시 금천구2,6,0,3,3,0,126.902896688532,37.464831392456
2020,서울,금천구,4,서울특별시 금천구3,4,0,2,2,0,126.913186136932,37.450153858615
2020,서울,금천구,3,서울특별시 금천구4,3,0,1,2,0,126.893005218917,37.475642360408
2020,서울,중랑구,5,서울특별시 노원구1,5,0,5,0,0,127.080529404909,37.669359547806
2020,서울,중랑구,4,서울특별시 노원구2,6,0,3,3,0,127.073506405697,37.660604554158
2020,서울,중랑구,4,서울특별시 노원구3,4,0,3,1,0,127.067914734179,37.657677960570
2020,서울,중랑구,3,서울특별시 노원구4,5,1,1,3,0,127.055084701899,37.678473332279
2020,서울,중랑구,3,서울특별시 노원구5,3,0,2,1,0,127.079193671552,37.623183369918
2020,서울,중랑구,3,서울특별시 노원구6,3,0,1,2,0,127.075831551586,37.664055758268
2020,서울,도봉구,5,서울특별시 도봉구1,5,0,2,2,1,127.034682336622,37.648479042675
2020,서울,도봉구,4,서울특별시 도봉구2,4,1,1,2,0,127.033448099851,37.667358825151
2020,서울,도봉구,4,서울특별시 도봉구3,4,0,3,1,0,127.043079526900,37.666415951636
2020,서울,도봉구,4,서울특별시 도봉구4,4,0,2,2,0,127.027750968434,37.645282924069
2020,서울,도봉구,3,서울특별시 도봉구5,3,0,2,1,0,127.042526351211,37.687339173665
2020,서울,동대문구,10,서울특별시 동대문구1,10,0,3,7,0,127.042332631847,37.579574251052
2020,서울,동대문구,9,서울특별시 동대문구2,12,1,5,6,0,127.038351256706,37.578526803470
2020,서울,동대문구,6,서울특별시 동대문구3,11,0,3,8,0,127.053114707279,37.593541459871
2020,서울,동대문구,5,서울특별시 동대문구4,5,0,4,1,0,127.040413327514,37.583010036285
2020,서울,동대문구,4,서울특별시 동대문구5,4,0,1,3,0,127.071972496834,37.578929634996
2020,서울,동대문구,3,서울특별시 동대문구6,3,0,2,1,0,127.038110017165,37.572680620215
2020,서울,동대문구,3,서울특별시 동대문구7,3,0,2,1,0,127.063803378224,37.590517338405
2020,서울,동작구,13,서울특별시 동작구1,14,0,4,10,0,126.931917144562,37.500104231226
2020,서울,동작구,5,서울특별시 동작구2,5,0,4,1,0,126.920905196119,37.498233122462
2020,서울,동작구,5,서울특별시 동작구3,5,0,3,2,0,126.938974935846,37.504920306728
2020,서울,동작구,4,서울특별시 동작구4,4,0,2,2,0,126.969190918227,37.485351399848
2020,서울,동작구,3,서울특별시 동작구5,3,0,2,1,0,126.954281871013,37.495735090003
2020,서울,동작구,3,서울특별시 동작구6,3,0,1,2,0,126.944724886246,37.510707130231
2020,서울,마포구,4,서울특별시 마포구1,4,1,2,1,0,126.933684100142,37.556259665152
2020,서울,마포구,2,서울특별시 마포구2,2,1,1,0,0,126.914755479083,37.554699457415
2020,서울,서대문구,6,서울특별시 서대문구1,6,1,2,3,0,126.941741045414,37.590960433478
2020,서울,서대문구,4,서울특별시 서대문구2,6,0,3,3,0,126.945562232412,37.592272434626
2020,서울,서대문구,3,서울특별시 서대문구3,3,1,1,1,0,126.925941262880,37.575766789507
2020,서울,서대문구,3,서울특별시 서대문구4,3,0,2,1,0,126.945102164434,37.588062600210
2020,서울,서초구,3,서울특별시 서초구1,4,0,2,2,0,127.020653981097,37.495680532631
2020,서울,서초구,3,서울특별시 서초구2,4,0,2,2,0,127.034050546696,37.484386003712
2020,서울,서초구,3,서울특별시 서초구3,3,0,1,2,0,127.008259350190,37.508852506039
2020,서울,서초구,2,서울특별시 서초구4,2,1,0,1,0,127.008046212664,37.489081830863
2020,서울,성동구,5,서울특별시 성동구1,5,1,2,2,0,127.022072854080,37.548154164584
2020,서울,성동구,4,서울특별시 성동구2,4,0,2,2,0,127.054275551277,37.537517960087
2020,서울,성동구,3,서울특별시 성동구3,3,1,0,2,0,127.056887883070,37.543656994975
2020,서울,성동구,3,서울특별시 성동구4,3,0,2,1,0,127.030213060386,37.549854332013
2020,서울,성북구,6,서울특별시 성북구1,7,0,2,5,0,127.016677446108,37.593011989413
2020,서울,성북구,4,서울특별시 성북구2,4,0,3,1,0,127.038390321457,37.602480205698
2020,서울,성북구,4,서울특별시 성북구3,4,0,3,1,0,127.021040619430,37.601870075944
2020,서울,성북구,4,서울특별시 성북구4,4,0,1,3,0,127.032268445633,37.602620147403
2020,서울,성북구,3,서울특별시 성북구5,4,1,2,1,0,127.009509709107,37.609880903082
2020,서울,성북구,3,서울특별시 성북구6,3,0,3,0,0,127.046253804570,37.607191109983
2020,서울,성북구,2,서울특별시 성북구7,2,1,0,1,0,127.060607444879,37.613069267733
2020,서울,송파구,5,서울특별시 송파구1,5,0,3,2,0,127.115707097206,37.491824066129
2020,서울,송파구,5,서울특별시 송파구2,5,0,1,4,0,127.115625347033,37.511038751638
2020,서울,송파구,3,서울특별시 송파구3,4,0,2,2,0,127.097319236694,37.502231192616
2020,서울,송파구,3,서울특별시 송파구4,3,0,2,1,0,127.088164483605,37.504642316391
2020,서울,송파구,3,서울특별시 송파구5,3,0,1,2,0,127.146386003812,37.497647098136
2020,서울,양천구,5,서울특별시 양천구1,6,0,6,0,0,126.844076155991,37.522611679187
2020,서울,양천구,5,서울특별시 양천구2,5,0,3,2,0,126.863692130688,37.533924347432
2020,서울,양천구,5,서울특별시 양천구3,5,0,2,3,0,126.853445299362,37.521467833275
2020,서울,양천구,4,서울특별시 양천구4,4,0,2,2,0,126.834170989701,37.536959765282
2020,서울,양천구,3,서울특별시 양천구5,3,1,2,0,0,126.869493399102,37.548415006648
2020,서울,양천구,3,서울특별시 양천구6,3,1,1,1,0,126.842283052622,37.518031871774
2020,서울,영등포구,5,서울특별시 영등포구1,6,0,2,3,1,126.906955136471,37.516481471144
2020,서울,영등포구,4,서울특별시 영등포구2,4,0,3,1,0,126.916952423916,37.500026156583
2020,서울,영등포구,4,서울특별시 영등포구3,4,0,1,3,0,126.901875464282,37.520593058224
2020,서울,영등포구,2,서울특별시 영등포구4,2,1,1,0,0,126.917318194380,37.515844078442
2020,서울,용산구,6,서울특별시 용산구1,6,2,2,1,1,126.960003240958,37.536962259102
2020,서울,은평구,5,서울특별시 은평구1,5,2,3,0,0,126.928925005686,37.611821374758
2020,서울,은평구,5,서울특별시 은평구2,5,0,3,1,1,126.913695574992,37.598757183298
2020,서울,은평구,4,서울특별시 은평구3,4,1,3,0,0,126.932359487801,37.607470957420
2020,서울,은평구,4,서울특별시 은평구4,4,0,3,1,0,126.917817660757,37.589804373874
2020,서울,종로구,9,서울특별시 종로구1,10,0,4,2,4,127.018584814639,37.573520202996
2020,서울,종로구,5,서울특별시 종로구2,7,0,4,3,0,127.010222447009,37.571583113671
2020,서울,종로구,5,서울특별시 종로구3,5,0,3,1,1,126.989246209046,37.569777160788
2020,서울,종로구,3,서울특별시 종로구4,4,0,4,0,0,126.998095348223,37.583648897580
2020,서울,중구,6,서울특별시 중구1,6,0,2,1,3,127.021116856759,37.565475831146
2020,서울,중구,5,서울특별시 중구2,5,0,4,1,0,127.010772538923,37.553665648052
2020,서울,중구,4,서울특별시 중구3,4,0,4,0,0,127.018719666181,37.568201392081
2020,서울,중구,4,서울특별시 중구4,4,0,2,2,0,126.997270758939,37.566474742316
2020,서울,중랑구,5,서울특별시 노원구1,5,0,5,0,0,127.080529404909,37.669359547806
2020,서울,중랑구,4,서울특별시 노원구2,6,0,3,3,0,127.073506405697,37.660604554158
2020,서울,중랑구,4,서울특별시 노원구3,4,0,3,1,0,127.067914734179,37.657677960570
2020,서울,중랑구,3,서울특별시 노원구4,5,1,1,3,0,127.055084701899,37.678473332279
2020,서울,중랑구,3,서울특별시 노원구5,3,0,2,1,0,127.079193671552,37.623183369918
2020,서울,중랑구,3,서울특별시 노원구6,3,0,1,2,0,127.075831551586,37.664055758268
2021,서울,강동구,5,서울특별시 강동구1,5,1,4,0,0,127.139704705609,37.550788122375
2021,서울,강동구,5,서울특별시 강동구2,6,0,5,1,0,127.136123193332,37.542304403826
2021,서울,강동구,5,서울특별시 강동구3,6,0,5,1,0,127.140860152775,37.545924327047
2021,서울,강북구,5,서울특별시 강북구1,6,1,5,0,0,127.030449619855,37.641980760105
2021,서울,강북구,5,서울특별시 강북구2,6,1,4,1,0,127.039827387725,37.628497632960
2021,서울,강북구,5,서울특별시 강북구3,5,0,5,0,0,127.033332260876,37.616033627451
2021,서울,강북구,5,서울특별시 강북구4,5,0,5,0,0,127.030404426224,37.613137720530
2021,서울,강북구,5,서울특별시 강북구5,5,0,5,0,0,127.026699911872,37.625561418426
2021,서울,강서구,5,서울특별시 강서구1,7,1,6,0,0,126.841350056361,37.568789496539
2021,서울,강서구,5,서울특별시 강서구2,5,1,4,0,0,126.858198820720,37.531927182494
2021,서울,강서구,5,서울특별시 강서구3,5,0,5,0,0,126.863623612241,37.532857887283
2021,서울,강서구,5,서울특별시 강서구4,5,0,5,0,0,126.835869314418,37.548388461359
2021,서울,관악구,5,서울특별시 관악구1,5,1,4,0,0,126.945721277516,37.481534007989
2021,서울,관악구,5,서울특별시 관악구2,5,0,5,0,0,126.918858994748,37.474194070601
2021,서울,관악구,5,서울특별시 관악구3,5,0,5,0,0,126.902717012981,37.484569317021
2021,서울,관악구,5,서울특별시 관악구4,5,0,5,0,0,126.965439546499,37.476216710634
2021,서울,구로구,5,서울특별시 구로구1,5,0,5,0,0,126.883641291613,37.493484887319
2021,서울,금천구,5,서울특별시 금천구1,5,1,4,0,0,126.901369345620,37.454997941703
2021,서울,중랑구,5,서울특별시 노원구1,6,1,4,1,0,127.054945013802,37.677948850360
2021,서울,중랑구,5,서울특별시 노원구2,7,0,6,1,0,127.073645965190,37.659991249797
2021,서울,중랑구,5,서울특별시 노원구3,5,0,5,0,0,127.080163795424,37.670289848798
2021,서울,도봉구,5,서울특별시 도봉구1,5,0,5,0,0,127.032472902004,37.644692806029
2021,서울,도봉구,5,서울특별시 도봉구2,5,0,5,0,0,127.049196458251,37.653410727824
2021,서울,도봉구,5,서울특별시 도봉구3,5,0,5,0,0,127.044358071469,37.666010827738
2021,서울,동대문구,9,서울특별시 동대문구1,10,0,10,0,0,127.038551597779,37.578197693869
2021,서울,동대문구,9,서울특별시 동대문구2,9,0,9,0,0,127.041037552342,37.579108732283
2021,서울,동대문구,8,서울특별시 동대문구3,10,1,8,1,0,127.038313968116,37.579999458609
2021,서울,동대문구,5,서울특별시 동대문구4,6,0,5,0,1,127.034472376400,37.578542216051
2021,서울,동대문구,5,서울특별시 동대문구5,5,0,5,0,0,127.044194289636,37.581464465913
2021,서울,동대문구,5,서울특별시 동대문구6,5,0,5,0,0,127.040563502605,37.582532006148
2021,서울,동대문구,5,서울특별시 동대문구7,5,0,5,0,0,127.043300367119,37.579478046975
2021,서울,동작구,9,서울특별시 동작구1,10,0,10,0,0,126.932234771618,37.500037912521
2021,서울,동작구,5,서울특별시 동작구2,6,1,4,1,0,126.981495197846,37.476829075203
2021,서울,동작구,5,서울특별시 동작구3,6,0,6,0,0,126.979605662872,37.488358170694
2021,서울,동작구,5,서울특별시 동작구4,6,0,5,1,0,126.952616528031,37.497610318562
2021,서울,마포구,5,서울특별시 마포구1,5,0,5,0,0,126.949356089013,37.541040373415
2021,서울,서대문구,5,서울특별시 서대문구1,8,1,4,3,0,126.944451021099,37.591853286701
2021,서울,서대문구,5,서울특별시 서대문구2,5,1,4,0,0,126.940829130161,37.591475646085
2021,서울,서대문구,5,서울특별시 서대문구3,5,1,4,0,0,126.945158735388,37.588070979193
2021,서울,서대문구,5,서울특별시 서대문구4,5,0,5,0,0,126.956466852165,37.559460826257
2021,서울,서대문구,5,서울특별시 서대문구5,5,0,5,0,0,126.962284312872,37.569222007491
2021,서울,성북구,6,서울특별시 성북구1,6,0,6,0,0,127.038401321965,37.602533428476
2021,서울,성북구,5,서울특별시 성북구2,6,0,5,1,0,127.016053585506,37.589644825149
2021,서울,성북구,5,서울특별시 성북구3,5,0,5,0,0,127.021413026891,37.601744687069
2021,서울,성북구,5,서울특별시 성북구4,5,0,5,0,0,127.046983756396,37.607073401317
2021,서울,성북구,5,서울특별시 성북구5,5,0,5,0,0,127.035174342223,37.611353921547
2021,서울,송파구,5,서울특별시 송파구1,5,0,5,0,0,127.116442472843,37.495010929812
2021,서울,양천구,5,서울특별시 양천구1,5,1,4,0,0,126.871200107300,37.547139746403
2021,서울,양천구,5,서울특별시 양천구2,6,0,5,0,1,126.851489423199,37.522516514726
2021,서울,양천구,5,서울특별시 양천구3,5,0,5,0,0,126.859384540865,37.525624187707
2021,서울,영등포구,5,서울특별시 영등포구1,6,0,5,1,0,126.907871385557,37.519387518820
2021,서울,영등포구,5,서울특별시 영등포구2,6,0,5,0,1,126.905409084962,37.515950013183
2021,서울,용산구,5,서울특별시 용산구1,5,1,4,0,0,127.000846311409,37.526126529217
2021,서울,은평구,5,서울특별시 은평구1,6,1,5,0,0,126.929131222929,37.610347780726
2021,서울,은평구,5,서울특별시 은평구2,5,1,4,0,0,126.928664247258,37.612148197382
2021,서울,은평구,5,서울특별시 은평구3,5,0,5,0,0,126.917745033308,37.588479735452
2021,서울,은평구,5,서울특별시 은평구4,5,0,5,0,0,126.919984931560,37.620938958867
2021,서울,은평구,5,서울특별시 은평구5,5,0,5,0,0,126.912455587057,37.598548534288
2021,서울,종로구,5,서울특별시 종로구1,5,0,5,0,0,126.988775100991,37.570241041891
2021,서울,중구,6,서울특별시 중구1,6,0,6,0,0,127.010852655926,37.553569498834
2021,서울,중구,5,서울특별시 중구2,5,1,4,0,0,126.962636379466,37.551737475505
2021,서울,중구,5,서울특별시 중구3,5,0,5,0,0,127.018698633736,37.565860092570
2021,서울,중랑구,5,서울특별시 노원구1,6,1,4,1,0,127.054945013802,37.677948850360
2021,서울,중랑구,5,서울특별시 노원구2,7,0,6,1,0,127.073645965190,37.659991249797
2021,서울,중랑구,5,서울특별시 노원구3,5,0,5,0,0,127.080163795424,37.670289848798
